Year,Team,Team Abbreviation,Player,Free Agent,Free Agent Date,Team Options Exercised,Team Options Exercised Date,Veteran Scale Extension,Veteran Scale Extension Team,Veteran Scale Extension Team Abbreviation,Rookie Scale Extension,Rookie Scale Extension Team,Rookie Scale Extension Team Abbreviation,Waived,Waived Date,Newly Acquired,Newly Acquired Date,url
1986-1987,Sacramento Kings,SAC,Dan Federman,,,,,,,,,,,1,"Oct 28, 1986",,,https://basketball.realgm.com/nba/teams/Random/25/Transaction_History/1987
1986-1987,Sacramento Kings,SAC,Derek Smith,,,,,,,,,,,,,1,"Aug 19, 1986",https://basketball.realgm.com/nba/teams/Random/25/Transaction_History/1987
1986-1987,Sacramento Kings,SAC,Reggie Theus,,,,,1,Sacramento Kings,SAC,,,,,,,,https://basketball.realgm.com/nba/teams/Random/25/Transaction_History/1987
1986-1987,Sacramento Kings,SAC,Othell Wilson,,,,,,,,,,,1,"May 4, 1987",,,https://basketball.realgm.com/nba/teams/Random/25/Transaction_History/1987
1986-1987,Sacramento Kings,SAC,Bruce Douglas,,,,,,,,,,,1,"Dec 16, 1986",,,https://basketball.realgm.com/nba/teams/Random/25/Transaction_History/1987
1986-1987,Sacramento Kings,SAC,Junior Bridgeman,,,,,,,,,,,1,"Oct 28, 1986",,,https://basketball.realgm.com/nba/teams/Random/25/Transaction_History/1987
1986-1987,Sacramento Kings,SAC,Franklin Edwards,,,,,,,,,,,,,1,"Aug 19, 1986",https://basketball.realgm.com/nba/teams/Random/25/Transaction_History/1987
1986-1987,San Antonio Spurs,SAS,Jeff Wilkins,1,"Jul 1, 1986",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1987
1986-1987,San Antonio Spurs,SAS,Artis Gilmore,1,"Jul 1, 1986",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1987
1986-1987,San Antonio Spurs,SAS,Alvin Robertson,1,"Jul 1, 1986",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1987
1986-1987,San Antonio Spurs,SAS,Jeff Lamp,1,"Jul 1, 1986",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1987
1986-1987,San Antonio Spurs,SAS,Jeff Taylor,,,,,,,,,,,1,"Oct 22, 1986",,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1987
1986-1987,San Antonio Spurs,SAS,Forrest McKenzie,,,,,,,,,,,1,"Oct 27, 1986",,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1987
1986-1987,San Antonio Spurs,SAS,Tyrone Corbin,,,,,,,,,,,1,"Jan 21, 1987",,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1987
1986-1987,San Antonio Spurs,SAS,Wes Matthews,,,,,,,,,,,1,"Oct 8, 1986",,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1987
1986-1987,San Antonio Spurs,SAS,Mike Brittain,,,,,,,,,,,1,"Oct 28, 1986",,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1987
1986-1987,San Antonio Spurs,SAS,Walter Berry,,,,,,,,,,,,,1,"Dec 18, 1986",https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1987
1986-1987,San Antonio Spurs,SAS,Anthony Jones,1,"Jan 8, 1987",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1987
1986-1987,San Antonio Spurs,SAS,Frank Brickowski,,,,,,,,,,,,,1,"Feb 13, 1987",https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1987
1986-1987,San Antonio Spurs,SAS,Alfredrick Hughes,,,,,,,,,,,1,"Oct 8, 1986",,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1987
1986-1987,San Antonio Spurs,SAS,Petur Gudmundsson,,,,,,,,,,,,,1,"Feb 13, 1987",https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1987
1986-1987,Seattle SuperSonics,SS,Ronnie Lester,,,,,,,,,,,1,"Oct 25, 1986",,,https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1987
1986-1987,Seattle SuperSonics,SS,Clemon Johnson,,,,,,,,,,,,,1,"Sep 29, 1986",https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1987
1986-1987,Seattle SuperSonics,SS,Curtis Kitchen,,,,,,,,,,,1,"Dec 15, 1986",,,https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1987
1986-1987,Seattle SuperSonics,SS,George Johnson,,,,,,,,,,,1,"Oct 28, 1986",,,https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1987
1986-1987,Seattle SuperSonics,SS,Alton Lister,,,,,,,,,,,,,1,"Jul 1, 1986",https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1987
1986-1987,Seattle SuperSonics,SS,Ricky Sobers,,,,,,,,,,,1,"Oct 26, 1986",,,https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1987
1986-1987,Seattle SuperSonics,SS,John Long,,,,,,,,,,,,,1,"Sep 30, 1986",https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1987
1986-1987,Seattle SuperSonics,SS,Russ Schoene,,,,,,,,,,,,,1,"Oct 2, 1986",https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1987
1986-1987,Seattle SuperSonics,SS,Dale Ellis,,,,,,,,,,,,,1,"Jul 23, 1986",https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1987
1986-1987,Seattle SuperSonics,SS,Frank Brickowski,1,"Jul 1, 1986",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1987
1986-1987,Seattle SuperSonics,SS,"Eddie Johnson, Jr.",1,"Mar 12, 1987",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1987
1986-1987,Seattle SuperSonics,SS,David Pope,1,"Jul 1, 1986",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1987
1986-1987,Seattle SuperSonics,SS,Terence Stansbury,,,,,,,,,,,,,1,"Oct 2, 1986",https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1987
1986-1987,Seattle SuperSonics,SS,Dominic Pressley,,,,,,,,,,,1,"Sep 5, 1986",,,https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1987
1986-1987,Utah Jazz,UTA,Eddie Hughes,,,,,,,,,,,1,"Oct 27, 1986",,,https://basketball.realgm.com/nba/teams/Random/29/Transaction_History/1987
1986-1987,Utah Jazz,UTA,Marc Iavaroni,1,"Jul 1, 1986",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/29/Transaction_History/1987
1986-1987,Utah Jazz,UTA,Steve Hayes,,,,,,,,,,,1,"Oct 27, 1986",,,https://basketball.realgm.com/nba/teams/Random/29/Transaction_History/1987
1986-1987,Utah Jazz,UTA,Chuck Aleksinas,1,"Jul 1, 1986",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/29/Transaction_History/1987
1986-1987,Utah Jazz,UTA,Jeff Cook,,,,,,,,,,,1,"Oct 28, 1986",,,https://basketball.realgm.com/nba/teams/Random/29/Transaction_History/1987
1986-1987,Utah Jazz,UTA,Ray Hall,,,,,,,,,,,1,"Oct 23, 1986",,,https://basketball.realgm.com/nba/teams/Random/29/Transaction_History/1987
1986-1987,Utah Jazz,UTA,Kent Benson,,,,,,,,,,,,,1,"Aug 21, 1986",https://basketball.realgm.com/nba/teams/Random/29/Transaction_History/1987
1986-1987,Utah Jazz,UTA,Kelly Tripucka,,,,,,,,,,,,,1,"Aug 21, 1986",https://basketball.realgm.com/nba/teams/Random/29/Transaction_History/1987
1986-1987,Washington Wizards,WAS,Mike O'Koren,,,,,,,,,,,1,"Feb 26, 1987",,,https://basketball.realgm.com/nba/teams/Random/30/Transaction_History/1987
1986-1987,Washington Wizards,WAS,Jay Vincent,,,,,,,,,,,,,1,"Sep 3, 1986",https://basketball.realgm.com/nba/teams/Random/30/Transaction_History/1987
1986-1987,Washington Wizards,WAS,Frank Johnson,1,"Jul 1, 1986",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/30/Transaction_History/1987
1986-1987,Washington Wizards,WAS,Tom McMillen,1,"Jul 1, 1986",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/30/Transaction_History/1987
1986-1987,Washington Wizards,WAS,Dave Henderson,,,,,,,,,,,1,"Oct 30, 1986",,,https://basketball.realgm.com/nba/teams/Random/30/Transaction_History/1987
1986-1987,Washington Wizards,WAS,Gus Williams,1,"Jul 1, 1986",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/30/Transaction_History/1987
1986-1987,Washington Wizards,WAS,Jim Lampley,,,,,,,,,,,1,"Oct 20, 1986",,,https://basketball.realgm.com/nba/teams/Random/30/Transaction_History/1987
1986-1987,Washington Wizards,WAS,Darwin Cook,,,,,,,,,,,,,1,"Aug 8, 1986",https://basketball.realgm.com/nba/teams/Random/30/Transaction_History/1987
1986-1987,Washington Wizards,WAS,Darren Daye,,,,,,,,,,,1,"Oct 30, 1986",,,https://basketball.realgm.com/nba/teams/Random/30/Transaction_History/1987
1986-1987,Washington Wizards,WAS,Michael Adams,,,,,,,,,,,1,"Oct 28, 1986",,,https://basketball.realgm.com/nba/teams/Random/30/Transaction_History/1987
1986-1987,Washington Wizards,WAS,Dudley Bradley,1,"Jul 1, 1986",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/30/Transaction_History/1987
1986-1987,Washington Wizards,WAS,Anthony Jones,,,,,,,,,,,1,"Dec 23, 1986",,,https://basketball.realgm.com/nba/teams/Random/30/Transaction_History/1987
1986-1987,Oklahoma City Thunder,OKC,David Pope,1,"Jul 1, 1986",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/33/Transaction_History/1987
1986-1987,Oklahoma City Thunder,OKC,"Eddie Johnson, Jr.",1,"Mar 12, 1987",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/33/Transaction_History/1987
1986-1987,Oklahoma City Thunder,OKC,Alton Lister,,,,,,,,,,,,,1,"Jul 1, 1986",https://basketball.realgm.com/nba/teams/Random/33/Transaction_History/1987
1986-1987,Oklahoma City Thunder,OKC,George Johnson,,,,,,,,,,,1,"Oct 28, 1986",,,https://basketball.realgm.com/nba/teams/Random/33/Transaction_History/1987
1986-1987,Oklahoma City Thunder,OKC,Ronnie Lester,,,,,,,,,,,1,"Oct 25, 1986",,,https://basketball.realgm.com/nba/teams/Random/33/Transaction_History/1987
1986-1987,Oklahoma City Thunder,OKC,John Long,,,,,,,,,,,,,1,"Sep 30, 1986",https://basketball.realgm.com/nba/teams/Random/33/Transaction_History/1987
1986-1987,Oklahoma City Thunder,OKC,Russ Schoene,,,,,,,,,,,,,1,"Oct 2, 1986",https://basketball.realgm.com/nba/teams/Random/33/Transaction_History/1987
1986-1987,Oklahoma City Thunder,OKC,Curtis Kitchen,,,,,,,,,,,1,"Dec 15, 1986",,,https://basketball.realgm.com/nba/teams/Random/33/Transaction_History/1987
1986-1987,Oklahoma City Thunder,OKC,Dominic Pressley,,,,,,,,,,,1,"Sep 5, 1986",,,https://basketball.realgm.com/nba/teams/Random/33/Transaction_History/1987
1986-1987,Oklahoma City Thunder,OKC,Dale Ellis,,,,,,,,,,,,,1,"Jul 23, 1986",https://basketball.realgm.com/nba/teams/Random/33/Transaction_History/1987
1986-1987,Oklahoma City Thunder,OKC,Terence Stansbury,,,,,,,,,,,,,1,"Oct 2, 1986",https://basketball.realgm.com/nba/teams/Random/33/Transaction_History/1987
1986-1987,Oklahoma City Thunder,OKC,Frank Brickowski,1,"Jul 1, 1986",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/33/Transaction_History/1987
1986-1987,Oklahoma City Thunder,OKC,Ricky Sobers,,,,,,,,,,,1,"Oct 26, 1986",,,https://basketball.realgm.com/nba/teams/Random/33/Transaction_History/1987
1986-1987,Oklahoma City Thunder,OKC,Clemon Johnson,,,,,,,,,,,,,1,"Sep 29, 1986",https://basketball.realgm.com/nba/teams/Random/33/Transaction_History/1987
1986-1987,Kansas City Kings,KCK,Dan Federman,,,,,,,,,,,1,"Oct 28, 1986",,,https://basketball.realgm.com/nba/teams/Random/34/Transaction_History/1987
1986-1987,Kansas City Kings,KCK,Jerry Eaves,1,"Feb 13, 1987",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/34/Transaction_History/1987
1986-1987,Kansas City Kings,KCK,Junior Bridgeman,,,,,,,,,,,1,"Oct 28, 1986",,,https://basketball.realgm.com/nba/teams/Random/34/Transaction_History/1987
1986-1987,Kansas City Kings,KCK,Bruce Douglas,,,,,,,,,,,1,"Dec 16, 1986",,,https://basketball.realgm.com/nba/teams/Random/34/Transaction_History/1987
1986-1987,Kansas City Kings,KCK,Franklin Edwards,,,,,,,,,,,,,1,"Aug 19, 1986",https://basketball.realgm.com/nba/teams/Random/34/Transaction_History/1987
1986-1987,Kansas City Kings,KCK,Brook Steppe,,,,,,,,,,,1,"Dec 23, 1986",,,https://basketball.realgm.com/nba/teams/Random/34/Transaction_History/1987
1986-1987,Kansas City Kings,KCK,Reggie Theus,,,,,1,Sacramento Kings,SAC,,,,,,,,https://basketball.realgm.com/nba/teams/Random/34/Transaction_History/1987
1986-1987,Kansas City Kings,KCK,Derek Smith,,,,,,,,,,,,,1,"Aug 19, 1986",https://basketball.realgm.com/nba/teams/Random/34/Transaction_History/1987
1986-1987,Kansas City Kings,KCK,Rich Kelley,1,"Jul 1, 1986",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/34/Transaction_History/1987
1986-1987,Kansas City Kings,KCK,Ed Pinckney,,,,,,,,,,,,,1,"Jun 21, 1987",https://basketball.realgm.com/nba/teams/Random/34/Transaction_History/1987
1986-1987,Kansas City Kings,KCK,Mike Bratz,,,,,,,,,,,1,"Oct 22, 1986",,,https://basketball.realgm.com/nba/teams/Random/34/Transaction_History/1987
1986-1987,Kansas City Kings,KCK,Carl Henry,1,"Jul 1, 1986",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/34/Transaction_History/1987
1986-1987,Kansas City Kings,KCK,Eddie Johnson,1,"Jul 1, 1986",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/34/Transaction_History/1987
1986-1987,Kansas City Kings,KCK,Othell Wilson,,,,,,,,,,,1,"May 4, 1987",,,https://basketball.realgm.com/nba/teams/Random/34/Transaction_History/1987
1986-1987,Kansas City Kings,KCK,LaSalle Thompson,1,"Jul 1, 1986",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/34/Transaction_History/1987
1986-1987,San Diego Clippers,SDC,Jeff Cross,1,"Jul 1, 1986",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/35/Transaction_History/1987
1986-1987,San Diego Clippers,SDC,Earl Cureton,,,,,,,,,,,,,1,"Feb 11, 1987",https://basketball.realgm.com/nba/teams/Random/35/Transaction_History/1987
1986-1987,San Diego Clippers,SDC,Geoff Huston,,,,,,,,,,,1,"Dec 22, 1986",,,https://basketball.realgm.com/nba/teams/Random/35/Transaction_History/1987
1986-1987,San Diego Clippers,SDC,Jose Slaughter,,,,,,,,,,,1,"Oct 28, 1986",,,https://basketball.realgm.com/nba/teams/Random/35/Transaction_History/1987
1986-1987,San Diego Clippers,SDC,Bobby Parks,,,,,,,,,,,1,"Oct 28, 1986",,,https://basketball.realgm.com/nba/teams/Random/35/Transaction_History/1987
1986-1987,San Diego Clippers,SDC,Darnell Valentine,1,"Jul 1, 1986",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/35/Transaction_History/1987
1986-1987,San Diego Clippers,SDC,Ozell Jones,,,,,,,,,,,1,"Oct 28, 1986",,,https://basketball.realgm.com/nba/teams/Random/35/Transaction_History/1987
1986-1987,San Diego Clippers,SDC,Dwayne Polee,,,,,,,,,,,1,"Nov 11, 1986",,,https://basketball.realgm.com/nba/teams/Random/35/Transaction_History/1987
1986-1987,San Diego Clippers,SDC,Derek Smith,1,"Jul 1, 1986",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/35/Transaction_History/1987
1986-1987,San Diego Clippers,SDC,Mike Woodson,,,,,,,,,,,,,1,"Aug 19, 1986",https://basketball.realgm.com/nba/teams/Random/35/Transaction_History/1987
1986-1987,San Diego Clippers,SDC,Steffond Johnson,,,,,,,,,,,1,"Nov 17, 1986",,,https://basketball.realgm.com/nba/teams/Random/35/Transaction_History/1987
1986-1987,San Diego Clippers,SDC,Larry Drew,,,,,,,,,,,,,1,"Aug 19, 1986",https://basketball.realgm.com/nba/teams/Random/35/Transaction_History/1987
1986-1987,Buffalo Braves,BB,Jeff Cross,1,"Jul 1, 1986",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/36/Transaction_History/1987
1986-1987,Buffalo Braves,BB,Mike Woodson,,,,,,,,,,,,,1,"Aug 19, 1986",https://basketball.realgm.com/nba/teams/Random/36/Transaction_History/1987
1986-1987,Buffalo Braves,BB,Larry Drew,,,,,,,,,,,,,1,"Aug 19, 1986",https://basketball.realgm.com/nba/teams/Random/36/Transaction_History/1987
1986-1987,Buffalo Braves,BB,Jose Slaughter,,,,,,,,,,,1,"Oct 28, 1986",,,https://basketball.realgm.com/nba/teams/Random/36/Transaction_History/1987
1986-1987,Buffalo Braves,BB,Geoff Huston,,,,,,,,,,,1,"Dec 22, 1986",,,https://basketball.realgm.com/nba/teams/Random/36/Transaction_History/1987
1986-1987,Buffalo Braves,BB,Bobby Parks,,,,,,,,,,,1,"Oct 28, 1986",,,https://basketball.realgm.com/nba/teams/Random/36/Transaction_History/1987
1986-1987,Buffalo Braves,BB,Steffond Johnson,,,,,,,,,,,1,"Nov 17, 1986",,,https://basketball.realgm.com/nba/teams/Random/36/Transaction_History/1987
1986-1987,Buffalo Braves,BB,Earl Cureton,,,,,,,,,,,,,1,"Feb 11, 1987",https://basketball.realgm.com/nba/teams/Random/36/Transaction_History/1987
1986-1987,Buffalo Braves,BB,Darnell Valentine,1,"Jul 1, 1986",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/36/Transaction_History/1987
