Year,Team,Team Abbreviation,Player,Free Agent,Free Agent Date,Team Options Exercised,Team Options Exercised Date,Veteran Scale Extension,Veteran Scale Extension Team,Veteran Scale Extension Team Abbreviation,Rookie Scale Extension,Rookie Scale Extension Team,Rookie Scale Extension Team Abbreviation,Waived,Waived Date,Newly Acquired,Newly Acquired Date,url
1983-1984,New York Knicks,NYK,Rick Bullock,,,,,,,,,,,1,"Oct 10, 1983",,,https://basketball.realgm.com/nba/teams/Random/20/Transaction_History/1984
1983-1984,New York Knicks,NYK,Mark Jones,,,,,,,,,,,1,"Oct 26, 1983",,,https://basketball.realgm.com/nba/teams/Random/20/Transaction_History/1984
1983-1984,New York Knicks,NYK,Charles Jones,,,,,,,,,,,1,"Jul 31, 1983",,,https://basketball.realgm.com/nba/teams/Random/20/Transaction_History/1984
1983-1984,New York Knicks,NYK,Ed Sherod,,,,,,,,,,,1,"Oct 27, 1983",,,https://basketball.realgm.com/nba/teams/Random/20/Transaction_History/1984
1983-1984,New York Knicks,NYK,Rudy Macklin,,,,,,,,,,,1,"Dec 20, 1983",,,https://basketball.realgm.com/nba/teams/Random/20/Transaction_History/1984
1983-1984,Philadelphia Sixers,PS,Wes Matthews,1,"Apr 1, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/22/Transaction_History/1984
1983-1984,Philadelphia Sixers,PS,Sam Williams,,,,,,,,,,,,,1,"Nov 12, 1983",https://basketball.realgm.com/nba/teams/Random/22/Transaction_History/1984
1983-1984,Philadelphia Sixers,PS,Bruce Kuczenski,1,"Feb 11, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/22/Transaction_History/1984
1983-1984,Philadelphia Sixers,PS,Reggie Johnson,1,"Jul 1, 1983",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/22/Transaction_History/1984
1983-1984,Philadelphia Sixers,PS,Eddie Phillips,,,,,,,,,,,1,"Oct 27, 1983",,,https://basketball.realgm.com/nba/teams/Random/22/Transaction_History/1984
1983-1984,Philadelphia Sixers,PS,Charles A. Jones,1,"Feb 21, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/22/Transaction_History/1984
1983-1984,Philadelphia Sixers,PS,Earl Cureton,1,"Jul 1, 1983",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/22/Transaction_History/1984
1983-1984,Philadelphia Sixers,PS,Clemon Johnson,1,"Jul 1, 1983",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/22/Transaction_History/1984
1983-1984,Philadelphia Sixers,PS,Horace Owens,,,,,,,,,,,1,"Oct 27, 1983",,,https://basketball.realgm.com/nba/teams/Random/22/Transaction_History/1984
1983-1984,Phoenix Suns,PHX,Rory White,,,,,,,,,,,1,"Dec 20, 1983",,,https://basketball.realgm.com/nba/teams/Random/23/Transaction_History/1984
1983-1984,Phoenix Suns,PHX,Larry Nance,,,,,1,Phoenix Suns,PHX,,,,,,,,https://basketball.realgm.com/nba/teams/Random/23/Transaction_History/1984
1983-1984,Phoenix Suns,PHX,Kevin Magee,,,,,,,,,,,1,"Oct 18, 1983",,,https://basketball.realgm.com/nba/teams/Random/23/Transaction_History/1984
1983-1984,Phoenix Suns,PHX,Joel Kramer,1,"Jul 1, 1983",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/23/Transaction_History/1984
1983-1984,Phoenix Suns,PHX,Johnny High,,,,,,,,,,,1,"Dec 16, 1983",,,https://basketball.realgm.com/nba/teams/Random/23/Transaction_History/1984
1983-1984,Phoenix Suns,PHX,Rick Robey,1,"Jul 1, 1983",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/23/Transaction_History/1984
1983-1984,Portland Trail Blazers,POR,Tim Dunham,,,,,,,,,,,1,"Oct 24, 1983",,,https://basketball.realgm.com/nba/teams/Random/24/Transaction_History/1984
1983-1984,Portland Trail Blazers,POR,Mychal Thompson,1,"Jul 1, 1983",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/24/Transaction_History/1984
1983-1984,Portland Trail Blazers,POR,Calvin Natt,1,"Jul 1, 1983",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/24/Transaction_History/1984
1983-1984,Portland Trail Blazers,POR,Jeff Lamp,,,,,,,,,,,1,"Jun 21, 1984",,,https://basketball.realgm.com/nba/teams/Random/24/Transaction_History/1984
1983-1984,Portland Trail Blazers,POR,Wayne Cooper,1,"Jul 1, 1983",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/24/Transaction_History/1984
1983-1984,Portland Trail Blazers,POR,Kiki Vandeweghe,,,,,,,,,,,,,1,"Jun 7, 1984",https://basketball.realgm.com/nba/teams/Random/24/Transaction_History/1984
1983-1984,Portland Trail Blazers,POR,Don Buse,,,,,,,,,,,1,"Aug 22, 1983",,,https://basketball.realgm.com/nba/teams/Random/24/Transaction_History/1984
1983-1984,Portland Trail Blazers,POR,Paul Little,,,,,,,,,,,1,"Oct 7, 1983",,,https://basketball.realgm.com/nba/teams/Random/24/Transaction_History/1984
1983-1984,Portland Trail Blazers,POR,Eddie Jordan,,,,,,,,,,,1,"Feb 5, 1984",,,https://basketball.realgm.com/nba/teams/Random/24/Transaction_History/1984
1983-1984,Portland Trail Blazers,POR,John Smith,,,,,,,,,,,1,"Oct 7, 1983",,,https://basketball.realgm.com/nba/teams/Random/24/Transaction_History/1984
1983-1984,Sacramento Kings,SAC,Steve Harriel,,,,,,,,,,,1,"Oct 24, 1983",,,https://basketball.realgm.com/nba/teams/Random/25/Transaction_History/1984
1983-1984,Sacramento Kings,SAC,Larry Drew,1,"Jul 1, 1983",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/25/Transaction_History/1984
1983-1984,Sacramento Kings,SAC,Kevin Loder,,,,,,,,,,,1,"Nov 22, 1983",,,https://basketball.realgm.com/nba/teams/Random/25/Transaction_History/1984
1983-1984,Sacramento Kings,SAC,Reggie Theus,,,,,,,,,,,,,1,"Feb 15, 1984",https://basketball.realgm.com/nba/teams/Random/25/Transaction_History/1984
1983-1984,Sacramento Kings,SAC,Dane Suttle,,,,,,,,,,,1,"Oct 24, 1983",,,https://basketball.realgm.com/nba/teams/Random/25/Transaction_History/1984
1983-1984,Sacramento Kings,SAC,Billy Knight,,,,,,,,,,,,,1,"Sep 17, 1983",https://basketball.realgm.com/nba/teams/Random/25/Transaction_History/1984
1983-1984,Sacramento Kings,SAC,Mike Woodson,1,"Jul 1, 1983",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/25/Transaction_History/1984
1983-1984,San Antonio Spurs,SAS,Edgar Jones,,,,,1,San Antonio Spurs,SAS,,,,,,,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1984
1983-1984,San Antonio Spurs,SAS,Paul Griffin,1,"Jul 1, 1983",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1984
1983-1984,San Antonio Spurs,SAS,Mike Mitchell,1,"Jul 1, 1983",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1984
1983-1984,San Antonio Spurs,SAS,Bob Miller,1,"Jan 12, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1984
1983-1984,San Antonio Spurs,SAS,Dave Robisch,1,"Jan 22, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1984
1983-1984,San Antonio Spurs,SAS,Brant Weidner,1,"Mar 16, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1984
1983-1984,San Antonio Spurs,SAS,Gene Banks,1,"Jul 1, 1983",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1984
1983-1984,San Antonio Spurs,SAS,Ed Rains,,,,,,,,,,,1,"Aug 3, 1983",,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1984
1983-1984,San Antonio Spurs,SAS,Keith Edmonson,,,,,,,,,,,,,1,"Oct 17, 1983",https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1984
1983-1984,San Antonio Spurs,SAS,Ron Brewer,,,,,,,,,,,,,1,"Jan 20, 1984",https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1984
1983-1984,San Antonio Spurs,SAS,Kevin Williams,,,,,,,,,,,1,"Dec 12, 1983",,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1984
1983-1984,San Antonio Spurs,SAS,Darrell Lockhart,,,,,,,,,,,1,"Nov 4, 1983",,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1984
1983-1984,San Antonio Spurs,SAS,Mark McNamara,,,,,,,,,,,,,1,"Nov 4, 1983",https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1984
1983-1984,San Antonio Spurs,SAS,Oliver Robinson,,,,,,,,,,,1,"Oct 18, 1983",,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1984
1983-1984,San Antonio Spurs,SAS,Roger Phegley,,,,,,,,,,,1,"Dec 4, 1983",,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1984
1983-1984,San Antonio Spurs,SAS,"Mike Dunleavy, Sr.",1,"Jul 1, 1983",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1984
1983-1984,San Antonio Spurs,SAS,Mike Sanders,,,,,,,,,,,1,"Oct 17, 1983",,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1984
1983-1984,San Antonio Spurs,SAS,Robert Smith,,,,,,,,,,,1,"Oct 14, 1983",,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1984
1983-1984,San Antonio Spurs,SAS,Dave Batton,,,,,,,,,,,1,"Nov 10, 1983",,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1984
1983-1984,San Antonio Spurs,SAS,Billy Paultz,1,"Jul 1, 1983",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1984
1983-1984,San Antonio Spurs,SAS,David Lawrence,,,,,,,,,,,1,"Oct 25, 1983",,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1984
1983-1984,San Antonio Spurs,SAS,Steve Lingenfelter,1,"Mar 6, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1984
1983-1984,Seattle SuperSonics,SS,James Donaldson,1,"Jul 1, 1983",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1984
1983-1984,Seattle SuperSonics,SS,Phil Smith,,,,,,,,,,,1,"Sep 21, 1983",,,https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1984
1983-1984,Seattle SuperSonics,SS,Jack Sikma,,,,,1,Seattle SuperSonics,SS,,,,,,,,https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1984
1983-1984,Seattle SuperSonics,SS,Craig Dykema,,,,,,,,,,,1,"Oct 26, 1983",,,https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1984
1983-1984,Seattle SuperSonics,SS,Steve Burks,,,,,,,,,,,1,"Oct 26, 1983",,,https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1984
1983-1984,Seattle SuperSonics,SS,Charles Bradley,,,,,,,,,,,1,"Dec 8, 1983",,,https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1984
1983-1984,Seattle SuperSonics,SS,Tom Chambers,,,,,,,,,,,,,1,"Aug 18, 1983",https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1984
1983-1984,Seattle SuperSonics,SS,Al Wood,,,,,,,,,,,,,1,"Aug 13, 1983",https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1984
1983-1984,Seattle SuperSonics,SS,Reggie King,,,,,,,,,,,,,1,"Oct 26, 1983",https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1984
1983-1984,Seattle SuperSonics,SS,Pete DeBisschop,,,,,,,,,,,1,"Oct 26, 1983",,,https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1984
1983-1984,Seattle SuperSonics,SS,Ricky Sobers,,,,,,,,,,,,,1,"Jun 19, 1984",https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1984
1983-1984,Seattle SuperSonics,SS,David Thompson,1,"Jul 1, 1983",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1984
1983-1984,Seattle SuperSonics,SS,John Greig,1,"Jul 1, 1983",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1984
1983-1984,Utah Jazz,UTA,Kenny Natt,,,,,,,,,,,1,"Oct 25, 1983",,,https://basketball.realgm.com/nba/teams/Random/29/Transaction_History/1984
1983-1984,Utah Jazz,UTA,Rickey Green,1,"Jul 1, 1983",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/29/Transaction_History/1984
1983-1984,Utah Jazz,UTA,Rich Kelley,1,"Jul 1, 1983",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/29/Transaction_History/1984
1983-1984,Utah Jazz,UTA,Doug Arnold,,,,,,,,,,,1,"Oct 4, 1983",,,https://basketball.realgm.com/nba/teams/Random/29/Transaction_History/1984
1983-1984,Utah Jazz,UTA,Ben Poquette,1,"Jul 1, 1983",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/29/Transaction_History/1984
1983-1984,Utah Jazz,UTA,Rickey Williams,,,,,,,,,,,1,"Oct 4, 1983",,,https://basketball.realgm.com/nba/teams/Random/29/Transaction_History/1984
1983-1984,Utah Jazz,UTA,U.S. Reed,,,,,,,,,,,1,"Oct 4, 1983",,,https://basketball.realgm.com/nba/teams/Random/29/Transaction_History/1984
1983-1984,Washington Wizards,WAS,Jeff Ruland,,,,,1,Washington Bullets,WB,,,,,,,,https://basketball.realgm.com/nba/teams/Random/30/Transaction_History/1984
1983-1984,Washington Wizards,WAS,Cliff Robinson,,,,,,,,,,,,,1,"Jun 19, 1984",https://basketball.realgm.com/nba/teams/Random/30/Transaction_History/1984
1983-1984,Washington Wizards,WAS,Don Collins,,,,,,,,,,,1,"Oct 27, 1983",,,https://basketball.realgm.com/nba/teams/Random/30/Transaction_History/1984
1983-1984,Washington Wizards,WAS,Carlos Terry,1,"Jul 1, 1983",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/30/Transaction_History/1984
1983-1984,Washington Wizards,WAS,Rick Mahorn,1,"Jul 1, 1983",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/30/Transaction_History/1984
1983-1984,Washington Wizards,WAS,DeWayne Scales,1,"Jan 29, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/30/Transaction_History/1984
1983-1984,Washington Wizards,WAS,Gus Williams,,,,,,,,,,,,,1,"Jun 19, 1984",https://basketball.realgm.com/nba/teams/Random/30/Transaction_History/1984
1983-1984,Washington Wizards,WAS,Michael Wilson,,,,,,,,,,,1,"Nov 17, 1983",,,https://basketball.realgm.com/nba/teams/Random/30/Transaction_History/1984
1983-1984,Washington Wizards,WAS,Bryan Warrick,,,,,,,,,,,1,"Oct 26, 1983",,,https://basketball.realgm.com/nba/teams/Random/30/Transaction_History/1984
1983-1984,Oklahoma City Thunder,OKC,Pete DeBisschop,,,,,,,,,,,1,"Oct 26, 1983",,,https://basketball.realgm.com/nba/teams/Random/33/Transaction_History/1984
1983-1984,Oklahoma City Thunder,OKC,Reggie King,,,,,,,,,,,,,1,"Oct 26, 1983",https://basketball.realgm.com/nba/teams/Random/33/Transaction_History/1984
1983-1984,Oklahoma City Thunder,OKC,Charles Bradley,,,,,,,,,,,1,"Dec 8, 1983",,,https://basketball.realgm.com/nba/teams/Random/33/Transaction_History/1984
1983-1984,Oklahoma City Thunder,OKC,Jack Sikma,,,,,1,Seattle SuperSonics,SS,,,,,,,,https://basketball.realgm.com/nba/teams/Random/33/Transaction_History/1984
1983-1984,Oklahoma City Thunder,OKC,Craig Dykema,,,,,,,,,,,1,"Oct 26, 1983",,,https://basketball.realgm.com/nba/teams/Random/33/Transaction_History/1984
1983-1984,Oklahoma City Thunder,OKC,John Greig,1,"Jul 1, 1983",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/33/Transaction_History/1984
1983-1984,Oklahoma City Thunder,OKC,David Thompson,1,"Jul 1, 1983",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/33/Transaction_History/1984
1983-1984,Oklahoma City Thunder,OKC,Steve Burks,,,,,,,,,,,1,"Oct 26, 1983",,,https://basketball.realgm.com/nba/teams/Random/33/Transaction_History/1984
1983-1984,Oklahoma City Thunder,OKC,Ricky Sobers,,,,,,,,,,,,,1,"Jun 19, 1984",https://basketball.realgm.com/nba/teams/Random/33/Transaction_History/1984
1983-1984,Oklahoma City Thunder,OKC,James Donaldson,1,"Jul 1, 1983",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/33/Transaction_History/1984
1983-1984,Oklahoma City Thunder,OKC,Tom Chambers,,,,,,,,,,,,,1,"Aug 18, 1983",https://basketball.realgm.com/nba/teams/Random/33/Transaction_History/1984
1983-1984,Oklahoma City Thunder,OKC,Al Wood,,,,,,,,,,,,,1,"Aug 13, 1983",https://basketball.realgm.com/nba/teams/Random/33/Transaction_History/1984
1983-1984,Oklahoma City Thunder,OKC,Phil Smith,,,,,,,,,,,1,"Sep 21, 1983",,,https://basketball.realgm.com/nba/teams/Random/33/Transaction_History/1984
1983-1984,Kansas City Kings,KCK,Reggie Theus,,,,,,,,,,,,,1,"Feb 15, 1984",https://basketball.realgm.com/nba/teams/Random/34/Transaction_History/1984
1983-1984,Kansas City Kings,KCK,Billy Knight,,,,,,,,,,,,,1,"Sep 17, 1983",https://basketball.realgm.com/nba/teams/Random/34/Transaction_History/1984
1983-1984,Kansas City Kings,KCK,Dane Suttle,,,,,,,,,,,1,"Oct 24, 1983",,,https://basketball.realgm.com/nba/teams/Random/34/Transaction_History/1984
1983-1984,Kansas City Kings,KCK,Kevin Loder,,,,,,,,,,,1,"Nov 22, 1983",,,https://basketball.realgm.com/nba/teams/Random/34/Transaction_History/1984
1983-1984,Kansas City Kings,KCK,Larry Drew,1,"Jul 1, 1983",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/34/Transaction_History/1984
1983-1984,Kansas City Kings,KCK,Steve Harriel,,,,,,,,,,,1,"Oct 24, 1983",,,https://basketball.realgm.com/nba/teams/Random/34/Transaction_History/1984
1983-1984,Kansas City Kings,KCK,Mike Woodson,1,"Jul 1, 1983",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/34/Transaction_History/1984
1983-1984,San Diego Clippers,SDC,Joe Cooper,,,,,,,,,,,1,"Aug 9, 1983",,,https://basketball.realgm.com/nba/teams/Random/35/Transaction_History/1984
1983-1984,San Diego Clippers,SDC,Lionel Hollins,1,"Jul 1, 1983",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/35/Transaction_History/1984
1983-1984,San Diego Clippers,SDC,Billy McKinney,,,,,,,,,,,,,1,"Oct 4, 1983",https://basketball.realgm.com/nba/teams/Random/35/Transaction_History/1984
1983-1984,San Diego Clippers,SDC,Ricky Pierce,,,,,,,,,,,,,1,"Oct 17, 1983",https://basketball.realgm.com/nba/teams/Random/35/Transaction_History/1984
1983-1984,San Diego Clippers,SDC,Mark Radford,,,,,,,,,,,1,"Oct 20, 1983",,,https://basketball.realgm.com/nba/teams/Random/35/Transaction_History/1984
1983-1984,San Diego Clippers,SDC,Eddie Jordan,,,,,,,,,,,1,"Oct 14, 1983",,,https://basketball.realgm.com/nba/teams/Random/35/Transaction_History/1984
1983-1984,San Diego Clippers,SDC,Kevin Figaro,,,,,,,,,,,1,"Oct 26, 1983",,,https://basketball.realgm.com/nba/teams/Random/35/Transaction_History/1984
1983-1984,San Diego Clippers,SDC,Bob Gross,1,"Jul 1, 1983",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/35/Transaction_History/1984
1983-1984,San Diego Clippers,SDC,Hutch Jones,,,,,,,,,,,1,"Dec 20, 1983",,,https://basketball.realgm.com/nba/teams/Random/35/Transaction_History/1984
1983-1984,San Diego Clippers,SDC,Lowes Moore,,,,,,,,,,,1,"Oct 7, 1983",,,https://basketball.realgm.com/nba/teams/Random/35/Transaction_History/1984
1983-1984,San Diego Clippers,SDC,Jim Brogan,1,"Jul 1, 1983",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/35/Transaction_History/1984
1983-1984,San Diego Clippers,SDC,Kevin Loder,1,"Feb 28, 1984",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/35/Transaction_History/1984
1983-1984,San Diego Clippers,SDC,Hank McDowell,,,,,,,,,,,,,1,"Oct 26, 1983",https://basketball.realgm.com/nba/teams/Random/35/Transaction_History/1984
1983-1984,San Diego Clippers,SDC,Wes Matthews,,,,,,,,,,,1,"Oct 14, 1983",,,https://basketball.realgm.com/nba/teams/Random/35/Transaction_History/1984
1983-1984,San Diego Clippers,SDC,Larry Anderson,,,,,,,,,,,1,"Oct 7, 1983",,,https://basketball.realgm.com/nba/teams/Random/35/Transaction_History/1984
1983-1984,San Diego Clippers,SDC,Dwight Anderson,,,,,,,,,,,1,"Oct 7, 1983",,,https://basketball.realgm.com/nba/teams/Random/35/Transaction_History/1984
1983-1984,San Diego Clippers,SDC,James Donaldson,,,,,,,,,,,,,1,"Aug 26, 1983",https://basketball.realgm.com/nba/teams/Random/35/Transaction_History/1984
1983-1984,San Diego Clippers,SDC,Linton Townes,,,,,,,,,,,1,"Jan 13, 1984",,,https://basketball.realgm.com/nba/teams/Random/35/Transaction_History/1984
1983-1984,San Diego Clippers,SDC,Greg Kelser,,,,,,,,,,,,,1,"Aug 18, 1983",https://basketball.realgm.com/nba/teams/Random/35/Transaction_History/1984
1983-1984,San Diego Clippers,SDC,Norm Nixon,,,,,,,,,,,,,1,"Oct 10, 1983",https://basketball.realgm.com/nba/teams/Random/35/Transaction_History/1984
1983-1984,San Diego Clippers,SDC,Mike Harper,,,,,,,,,,,1,"Oct 20, 1983",,,https://basketball.realgm.com/nba/teams/Random/35/Transaction_History/1984
1983-1984,Buffalo Braves,BB,Eddie Jordan,,,,,,,,,,,1,"Oct 14, 1983",,,https://basketball.realgm.com/nba/teams/Random/36/Transaction_History/1984
1983-1984,Buffalo Braves,BB,Lowes Moore,,,,,,,,,,,1,"Oct 7, 1983",,,https://basketball.realgm.com/nba/teams/Random/36/Transaction_History/1984
1983-1984,Buffalo Braves,BB,Bob Gross,1,"Jul 1, 1983",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/36/Transaction_History/1984
1983-1984,Buffalo Braves,BB,Linton Townes,,,,,,,,,,,1,"Jan 13, 1984",,,https://basketball.realgm.com/nba/teams/Random/36/Transaction_History/1984
1983-1984,Buffalo Braves,BB,Jim Brogan,1,"Jul 1, 1983",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/36/Transaction_History/1984
1983-1984,Buffalo Braves,BB,Greg Kelser,,,,,,,,,,,,,1,"Aug 18, 1983",https://basketball.realgm.com/nba/teams/Random/36/Transaction_History/1984
1983-1984,Buffalo Braves,BB,Mike Harper,,,,,,,,,,,1,"Oct 20, 1983",,,https://basketball.realgm.com/nba/teams/Random/36/Transaction_History/1984
1983-1984,Buffalo Braves,BB,Mark Radford,,,,,,,,,,,1,"Oct 20, 1983",,,https://basketball.realgm.com/nba/teams/Random/36/Transaction_History/1984
1983-1984,Buffalo Braves,BB,Wes Matthews,,,,,,,,,,,1,"Oct 14, 1983",,,https://basketball.realgm.com/nba/teams/Random/36/Transaction_History/1984
